0	0.0487294
0.020202	0.0874062
0.040404	0.117748
0.0606061	0.141532
0.0808081	0.160455
0.10101	0.175984
0.121212	0.189252
0.141414	0.201004
0.161616	0.211608
0.181818	0.221112
0.20202	0.229321
0.222222	0.235889
0.242424	0.240403
0.262626	0.242447
0.282828	0.241662
0.30303	0.237784
0.323232	0.23067
0.343434	0.220314
0.363636	0.206849
0.383838	0.190526
0.40404	0.171694
0.424242	0.150767
0.444444	0.128179
0.464646	0.104356
0.484848	0.0796859
0.505051	0.054492
0.525253	0.0290259
0.545455	0.00345885
0.565657	-0.0221206
0.585859	-0.0477077
0.606061	-0.073384
0.626263	-0.0993186
0.646465	-0.125767
0.666667	-0.153056
0.686869	-0.181548
0.707071	-0.211561
0.727273	-0.243233
0.747475	-0.276321
0.767677	-0.309937
0.787879	-0.342252
0.808081	-0.370254
0.828283	-0.389696
0.848485	-0.395439
0.868687	-0.382406
0.888889	-0.347257
0.909091	-0.290437
0.929293	-0.217482
0.949495	-0.138091
0.969697	-0.0628744
0.989899	1.55216e-06
