0	0.00740989
0.0077821	0.0143536
0.0155642	0.0207542
0.0233463	0.0266272
0.0311284	0.0320217
0.0389105	0.0369879
0.0466926	0.0415646
0.0544747	0.0457783
0.0622568	0.0496465
0.0700389	0.0531811
0.077821	0.0563915
0.0856031	0.0592865
0.0933852	0.0618757
0.101167	0.0641696
0.108949	0.0661796
0.116732	0.0679181
0.124514	0.069398
0.132296	0.0706326
0.140078	0.0716352
0.14786	0.0724192
0.155642	0.0729975
0.163424	0.0733831
0.171206	0.0735884
0.178988	0.0736252
0.18677	0.073505
0.194553	0.073239
0.202335	0.0728374
0.210117	0.0723101
0.217899	0.0716665
0.225681	0.0709152
0.233463	0.0700643
0.241245	0.0691214
0.249027	0.0680935
0.256809	0.0669868
0.264591	0.0658072
0.272374	0.0645601
0.280156	0.0632502
0.287938	0.0618819
0.29572	0.060459
0.303502	0.058985
0.311284	0.057463
0.319066	0.0558955
0.326848	0.054285
0.33463	0.0526333
0.342412	0.0509421
0.350195	0.049213
0.357977	0.0474469
0.365759	0.0456447
0.373541	0.0438072
0.381323	0.0419348
0.389105	0.0400277
0.396887	0.038086
0.404669	0.0361097
0.412451	0.0340985
0.420233	0.0320521
0.428016	0.0299701
0.435798	0.0278518
0.44358	0.0256966
0.451362	0.0235038
0.459144	0.0212724
0.466926	0.0190018
0.474708	0.016691
0.48249	0.0143391
0.490272	0.0119451
0.498054	0.00950832
0.505837	0.00702782
0.513619	0.00450287
0.521401	0.00193281
0.529183	-0.000682893
0.536965	-0.00334463
0.544747	-0.0060526
0.552529	-0.00880678
0.560311	-0.0116069
0.568093	-0.0144524
0.575875	-0.0173423
0.583658	-0.0202754
0.59144	-0.02325
0.599222	-0.0262639
0.607004	-0.0293144
0.614786	-0.0323982
0.622568	-0.0355115
0.63035	-0.0386498
0.638132	-0.0418077
0.645914	-0.0449793
0.653696	-0.0481578
0.661479	-0.0513355
0.669261	-0.0545038
0.677043	-0.0576534
0.684825	-0.0607738
0.692607	-0.0638537
0.700389	-0.0668808
0.708171	-0.0698419
0.715953	-0.0727229
0.723735	-0.0755086
0.731518	-0.0781833
0.7393	-0.0807303
0.747082	-0.0831323
0.754864	-0.0853712
0.762646	-0.0874288
0.770428	-0.0892863
0.77821	-0.0909248
0.785992	-0.0923253
0.793774	-0.093469
0.801556	-0.0943375
0.809339	-0.0949127
0.817121	-0.0951776
0.824903	-0.0951157
0.832685	-0.0947117
0.840467	-0.0939518
0.848249	-0.0928234
0.856031	-0.0913159
0.863813	-0.0894202
0.871595	-0.0871296
0.879377	-0.0844399
0.88716	-0.0813494
0.894942	-0.0778596
0.902724	-0.0739752
0.910506	-0.0697045
0.918288	-0.0650594
0.92607	-0.060055
0.933852	-0.054708
0.941634	-0.0490346
0.949416	-0.0430466
0.957198	-0.0367454
0.964981	-0.0301175
0.972763	-0.0231349
0.980545	-0.0157698
0.988327	-0.00803129
0.996109	-1.72013e-06
