0	0.0435527
0.0338983	0.0777212
0.0677966	0.10356
0.101695	0.122207
0.135593	0.134746
0.169492	0.142116
0.20339	0.14506
0.237288	0.144112
0.271186	0.139598
0.305085	0.131674
0.338983	0.120363
0.372881	0.10561
0.40678	0.0873331
0.440678	0.0654719
0.474576	0.0400468
0.508475	0.0112181
0.542373	-0.0206456
0.576271	-0.0548877
0.610169	-0.0904764
0.644068	-0.125917
0.677966	-0.159184
0.711864	-0.187711
0.745763	-0.208496
0.779661	-0.21838
0.813559	-0.214577
0.847458	-0.195396
0.881356	-0.160996
0.915254	-0.113816
0.949153	-0.0583075
0.983051	9.67337e-05
