0	0.0637531
0.020202	0.114185
0.040404	0.153264
0.0606061	0.183245
0.0808081	0.206364
0.10101	0.224531
0.121212	0.239122
0.141414	0.250941
0.161616	0.260305
0.181818	0.267193
0.20202	0.271406
0.222222	0.272698
0.242424	0.270865
0.262626	0.265791
0.282828	0.257476
0.30303	0.24604
0.323232	0.231714
0.343434	0.214818
0.363636	0.195735
0.383838	0.174881
0.40404	0.152668
0.424242	0.129483
0.444444	0.105659
0.464646	0.0814718
0.484848	0.0571257
0.505051	0.0327618
0.525253	0.00845954
0.545455	-0.0157571
0.565657	-0.0399163
0.585859	-0.0640991
0.606061	-0.088444
0.626263	-0.113155
0.646465	-0.138509
0.666667	-0.164855
0.686869	-0.192588
0.707071	-0.222092
0.727273	-0.253619
0.747475	-0.287087
0.767677	-0.321805
0.787879	-0.356134
0.808081	-0.387156
0.828283	-0.410509
0.848485	-0.420595
0.868687	-0.411451
0.888889	-0.378495
0.909091	-0.320917
0.929293	-0.243609
0.949495	-0.15675
0.969697	-0.0723444
0.989899	1.44418e-06
